Creation Date,Isin Code,Security Code,Status Description,Trade Date,Value Date,Transaction Type Description,Cash Account,Cash Account Currency, Quantity ,Net Amount,Net Amount currency,Transaction Price,Transaction Price Currency,Custodian Name,Security Name,Security Quotation Currency,Gross Amount,Gross Amount Currency,Total Fees Amount,Total Fees Currency,Broker Name,Commission Broker,Commission Broker Currency,Local Tax,Local Tax Currency,%fee,ctFee
21.06.2017,US3696041033,US3696041033,Settled,21.06.2017,26.06.2017,Purchase,LU17007S003111601USD,USD,8'000.00,223744,USD,27.958,USD,BROWN BROTHERS HARRIMAN,GENERAL ELECTRIC,USD,223664,USD,80,USD,CACEIS BANK FRANCE,80,USD,0,,0.04%,0.01
21.06.2017,US2910111044,EMR,Settled,21.06.2017,26.06.2017,Purchase,LU17007S003111601USD,USD,6'000.00,360066.5,USD,60.001,USD,BROWN BROTHERS HARRIMAN,EMERSON ELECTRIC,USD,360006.5,USD,60,USD,CACEIS BANK FRANCE,60,USD,0,,0.02%,0.01
21.06.2017,NL0011794037,NL0011794037,Settled,21.06.2017,23.06.2017,Purchase,LU38007S003111685EUR,EUR,18'500.00,306507.72,EUR,16.563,EUR,CACEIS BANK,KONINKLIJKE AHOLD DELHAIZE NV,EUR,306415.8,EUR,91.92,EUR,CACEIS BANK FRANCE,91.92,EUR,0,,0.03%,0
21.06.2017,NL0009434992,NL0009434992,Settled,21.06.2017,26.06.2017,Purchase,LU17007S003111601USD,USD,3'500.00,281186.5,USD,80.329,USD,BROWN BROTHERS HARRIMAN,LYONDELLBASELL INDUSTRIES NV,USD,281151.5,USD,35,USD,CACEIS BANK FRANCE,35,USD,0,,0.01%,0.01
21.06.2017,LU0274221281,XSMI GT,Settled,21.06.2017,23.06.2017,Purchase,LU81007S003111605CHF,CHF,5'200.00,487787.29,CHF,93.777,CHF,"CACEIS BANK, SWITZERLAND BRANCH",DB X TRACKERS SMI ETF 1 D D,CHF,487641,CHF,146.29,CHF,CACEIS BANK FRANCE,146.29,CHF,0,,0.03%,0.03
21.06.2017,IE00B6YX5C33,SPY5 LN,Settled,21.06.2017,23.06.2017,Purchase,LU17007S003111601USD,USD,4'000.00,976875,USD,244.209,USD,HSBC BANK PLC,SPDR SP 500 ETF,USD,976835,USD,40,USD,CACEIS BANK FRANCE,40,USD,0,,0.00%,0.01
21.06.2017,CH0012138605,ADE,Settled,21.06.2017,23.06.2017,Purchase,LU81007S003111605CHF,CHF,3'300.00,245167.13,CHF,74.271,CHF,"CACEIS BANK, SWITZERLAND BRANCH",ADECCO GROUP AG-REG,CHF,245093.6,CHF,73.53,CHF,CACEIS BANK FRANCE,73.53,CHF,0,,0.03%,0.02
21.06.2017,DE0007664039,VWPP,Settled,21.06.2017,23.06.2017,Purchase,LU38007S003111685EUR,EUR,2'100.00,277703.29,EUR,132.2,EUR,CACEIS BANK S. A. GERMANY BRANCH,VOLK AKTI PREF,EUR,277620,EUR,83.29,EUR,CACEIS BANK FRANCE,83.29,EUR,0,,0.03%,0.04
21.06.2017,DE000BASF111,DE000BASF111,Settled,21.06.2017,23.06.2017,Purchase,LU38007S003111685EUR,EUR,2'650.00,228044.71,EUR,86.029,EUR,CACEIS BANK S. A. GERMANY BRANCH,BASF SE,EUR,227976.32,EUR,68.39,EUR,CACEIS BANK FRANCE,68.39,EUR,0,,0.03%,0.03
21.06.2017,FR0000120628,CS FP,Settled,21.06.2017,23.06.2017,Purchase,LU38007S003111685EUR,EUR,10'500.00,254022.71,EUR,24.113,EUR,CACEIS BANK,AXA,EUR,253187.19,EUR,75.96,EUR,CACEIS BANK FRANCE,75.96,EUR,759.56,EUR,0.03%,0.01
21.06.2017,FR0000131104,BNP FP,Settled,21.06.2017,23.06.2017,Purchase,LU38007S003111685EUR,EUR,4'000.00,249334.03,EUR,62.128,EUR,CACEIS BANK,BNP PARIBAS,EUR,248513.94,EUR,74.55,EUR,CACEIS BANK FRANCE,74.55,EUR,745.54,EUR,0.03%,0.02
08.06.2017,DE0007664039,VWPP,Canceled,08.06.2017,12.06.2017,Purchase,LU38007S003111685EUR,EUR,2'000.00,265197.8,EUR,132.4,EUR,CACEIS BANK S. A. GERMANY BRANCH,VOLK AKTI PREF,EUR,264800.6,EUR,397.2,EUR,SOCIETE GENERALE LONDRES,397.2,EUR,0,,0.15%,0.2
09.06.2017,DE0007664039,VWPP,Settled,08.06.2017,12.06.2017,Purchase,LU38007S003111685EUR,EUR,2'000.00,264800.6,EUR,132.202,EUR,CACEIS BANK S. A. GERMANY BRANCH,VOLK AKTI PREF,EUR,264404,EUR,396.6,EUR,SOCIETE GENERALE LONDRES,396.6,EUR,0,,0.15%,0.2
23.05.2017,CH0038863350,NSRGF,Settled,23.05.2017,26.05.2017,Sale,LU81007S003111605CHF,CHF,4'350.00,360941.68,CHF,83,CHF,"CACEIS BANK, SWITZERLAND BRANCH",NESTLE,CHF,361050,CHF,108.32,CHF,CACEIS BANK FRANCE,108.32,CHF,0,,0.03%,0.02
23.05.2017,US7170811035,PFZ,Settled,23.05.2017,26.05.2017,Purchase,LU17007S003111601USD,USD,6'600.00,212311.96,USD,32.158,USD,BROWN BROTHERS HARRIMAN,PFIZER,USD,212245.96,USD,66,USD,CACEIS BANK FRANCE,66,USD,0,,0.03%,0.01
23.05.2017,US1897541041,COH,Settled,23.05.2017,26.05.2017,Sale,LU17007S003111601USD,USD,10'800.00,494866.03,USD,45.832,USD,BROWN BROTHERS HARRIMAN,COACH,USD,494984.82,USD,108,USD,CACEIS BANK FRANCE,108,USD,0,,0.02%,0.01
23.05.2017,US4824801009,KLAC,Settled,23.05.2017,26.05.2017,Sale,LU17007S003111601USD,USD,5'250.00,536853.3,USD,102.27,USD,BROWN BROTHERS HARRIMAN,KLA TENCOR,USD,536917.5,USD,52.5,USD,CACEIS BANK FRANCE,52.5,USD,0,,0.01%,0.01
23.05.2017,US9130171096,UT,Settled,23.05.2017,26.05.2017,Sale,LU17007S003111601USD,USD,3'000.00,366565.01,USD,122.201,USD,BROWN BROTHERS HARRIMAN,UNITED TECHNOLOGIES CORP,USD,366603,USD,30,USD,CACEIS BANK FRANCE,30,USD,0,,0.01%,0.01
23.05.2017,BE0003470755,SOLP,Settled,23.05.2017,25.05.2017,Purchase,LU38007S003111685EUR,EUR,2'000.00,235655.38,EUR,117.792,EUR,CACEIS BANK,SOLVAY,EUR,235584.7,EUR,70.68,EUR,CACEIS BANK FRANCE,70.68,EUR,0,,0.03%,0.04
23.05.2017,DE0007236101,SI,Settled,23.05.2017,25.05.2017,Purchase,LU38007S003111685EUR,EUR,1'600.00,203100.91,EUR,126.9,EUR,CACEIS BANK S. A. GERMANY BRANCH,SIEMENS AG,EUR,203040,EUR,60.91,EUR,CACEIS BANK FRANCE,60.91,EUR,0,,0.03%,0.04
23.05.2017,DE000BASF111,DE000BASF111,Settled,23.05.2017,25.05.2017,Purchase,LU38007S003111685EUR,EUR,5'300.00,452115.37,EUR,85.279,EUR,CACEIS BANK S. A. GERMANY BRANCH,BASF SE,EUR,451979.78,EUR,135.59,EUR,CACEIS BANK FRANCE,135.59,EUR,0,,0.03%,0.03
23.05.2017,DE000BAY0017,BAYZF,Settled,23.05.2017,25.05.2017,Purchase,LU38007S003111685EUR,EUR,2'500.00,294545.34,EUR,117.783,EUR,CACEIS BANK S. A. GERMANY BRANCH,BAYER AG,EUR,294457,EUR,88.34,EUR,CACEIS BANK FRANCE,88.34,EUR,0,,0.03%,0.04
23.05.2017,FR0000124711,UL NA,Settled,23.05.2017,25.05.2017,Purchase,LU38007S003111685EUR,EUR,1'000.00,233430.69,EUR,232.663,EUR,CACEIS BANK,UNIBAIL RODAMCO SE,EUR,232662.9,EUR,69.8,EUR,CACEIS BANK FRANCE,69.8,EUR,697.99,EUR,0.03%,0.07
23.05.2017,NL0010273215,NL0010273215,Settled,23.05.2017,25.05.2017,Purchase,LU38007S003111685EUR,EUR,2'000.00,239066.7,EUR,119.498,EUR,CACEIS BANK,ASML HOLDING NV,EUR,238995,EUR,71.7,EUR,CACEIS BANK FRANCE,71.7,EUR,0,,0.03%,0.04
23.05.2017,US12673P1057,CA,Settled,23.05.2017,26.05.2017,Purchase,LU17007S003111601USD,USD,8'000.00,253544.21,USD,31.683,USD,BROWN BROTHERS HARRIMAN,CA,USD,253464.21,USD,80,USD,CACEIS BANK FRANCE,80,USD,0,,0.03%,0.01
23.05.2017,US17275R1023,CSCO US,Settled,23.05.2017,26.05.2017,Purchase,LU17007S003111601USD,USD,14'000.00,443657.52,USD,31.68,USD,BROWN BROTHERS HARRIMAN,CISCO SYSTEMS,USD,443517.52,USD,140,USD,CACEIS BANK FRANCE,140,USD,0,,0.03%,0.01
23.05.2017,US3696041033,US3696041033,Settled,23.05.2017,26.05.2017,Purchase,LU17007S003111601USD,USD,8'000.00,225597.5,USD,28.19,USD,BROWN BROTHERS HARRIMAN,GENERAL ELECTRIC,USD,225517.5,USD,80,USD,CACEIS BANK FRANCE,80,USD,0,,0.04%,0.01
23.05.2017,US3703341046,GIS,Settled,23.05.2017,26.05.2017,Purchase,LU17007S003111601USD,USD,5'100.00,289625.5,USD,56.779,USD,BROWN BROTHERS HARRIMAN,GENERAL MILLS,USD,289574.5,USD,51,USD,CACEIS BANK FRANCE,51,USD,0,,0.02%,0.01
23.05.2017,US3755581036,GILD,Settled,23.05.2017,26.05.2017,Purchase,LU17007S003111601USD,USD,6'800.00,440202.73,USD,64.726,USD,BROWN BROTHERS HARRIMAN,GILEAD SCIENCES INC,USD,440134.73,USD,68,USD,CACEIS BANK FRANCE,68,USD,0,,0.02%,0.01
23.05.2017,US5324571083,LLY,Settled,23.05.2017,26.05.2017,Purchase,LU17007S003111601USD,USD,3'000.00,234323.08,USD,78.098,USD,BROWN BROTHERS HARRIMAN,ELI LILY AND,USD,234293.08,USD,30,USD,CACEIS BANK FRANCE,30,USD,0,,0.01%,0.01
23.05.2017,US0378331005,AAPL US,Settled,23.05.2017,26.05.2017,Sale,LU17007S003111601USD,USD,3'202.00,493015.45,USD,153.984,USD,BROWN BROTHERS HARRIMAN,APPLE,USD,493058.22,USD,32.02,USD,CACEIS BANK FRANCE,32.02,USD,0,,0.01%,0.01
